trip_purpose,companion_count,booking_window,booking_channel,flights_per_year,competitor_used,price_paid_range,price_perception,experience_vs_expectation,comfort_rating,service_rating,return_intent,next_travel_window,booking_decision_factor,loyalty_sensitive,seat_class,departure_hour,departure_day,departure_month,occupancy_pct,route,flight_id,seat_id,purchase_intent_score,offer_clicked,offer_shown,submitted_at
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,1_2,NO,200_400,FAIR,AS_EXPECTED,4,4,PLANNED,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,14,13,5,88.8,CMN-IST,39,3A,45,1,UPGRADE,2026-03-11 00:20:57.954939
FAMILY,GROUP,FEW_WEEKS,WEBSITE,3_5,NO,200_400,FAIR,WORSE,4,5,PLANNED,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,9,16,4,96.7,CMN-MAD,17,24E,36,1,UPGRADE,2026-04-02 02:34:57.954939
LEISURE,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,4,3,BOOKED,THIS_MONTH,LOYALTY,YES,ECONOMY,10,10,4,68.8,CMN-DKR,28,7J,56,1,UPGRADE,2026-03-31 00:59:57.954939
LEISURE,ALONE,LAST_MINUTE,MOBILE_APP,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,4,2,NO,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,BUSINESS,17,14,3,79.1,CMN-CDG,32,36B,30,0,LOUNGE,2026-05-07 21:29:57.954939
BUSINESS,ALONE,FEW_WEEKS,MOBILE_APP,6_10,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,3,NO,THIS_MONTH,LOYALTY,NO,ECONOMY,5,23,12,55.6,CMN-YUL,3,4C,49,1,UPGRADE,2026-06-05 01:53:57.954939
BUSINESS,GROUP,MONTHS_AHEAD,AIRPORT_COUNTER,6_10,YES,200_400,TOO_EXPENSIVE,BETTER,4,2,BOOKED,1_3_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,15,2,2,62.0,CMN-FCO,21,38C,96,1,UPGRADE,2026-03-06 10:30:57.954939
LEISURE,ALONE,LAST_MINUTE,WEBSITE,1_2,YES,200_400,GREAT_DEAL,WORSE,3,3,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,20,1,2,96.9,CMN-ORY,5,8D,27,1,UPGRADE,2026-05-20 11:53:57.954939
BUSINESS,ALONE,MONTHS_AHEAD,WEBSITE,1_2,NO,UNDER_100,FAIR,BETTER,4,4,NO,NOT_SURE,LOYALTY,YES,ECONOMY,6,10,3,72.0,CMN-IST,50,20H,25,0,UPGRADE,2026-04-24 04:21:57.954939
BUSINESS,GROUP,LAST_MINUTE,MOBILE_APP,3_5,NO,ABOVE_400,FAIR,AS_EXPECTED,5,3,BOOKED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,7,12,7,90.1,CMN-MAD,22,12G,67,0,UPGRADE,2026-05-08 06:22:57.954939
LEISURE,ALONE,FEW_WEEKS,MOBILE_APP,6_10,NO,200_400,FAIR,WORSE,2,5,PLANNED,THIS_MONTH,LOYALTY,DEPENDS,BUSINESS,11,8,4,66.8,CMN-JFK,11,19H,49,0,LOUNGE,2026-05-09 04:12:57.954939
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,3_5,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,4,3,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,18,5,5,50.6,CMN-LOS,6,11H,55,0,UPGRADE,2026-03-31 04:45:57.954939
LEISURE,GROUP,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,FAIR,AS_EXPECTED,5,3,PLANNED,THIS_MONTH,DIRECT_FLIGHT,NO,FIRST,12,24,9,52.9,CMN-LOS,38,16J,60,1,LOUNGE,2026-03-10 11:22:57.954939
LEISURE,ALONE,FEW_WEEKS,AGENCY,3_5,YES,ABOVE_400,GREAT_DEAL,BETTER,5,3,PLANNED,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,5,25,1,95.9,CMN-FCO,35,40G,60,0,UPGRADE,2026-04-19 18:22:57.954939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,1_2,NO,200_400,FAIR,BETTER,4,5,PLANNED,3_6_MONTHS,LOYALTY,NO,ECONOMY,23,19,11,53.9,CMN-IST,23,26D,73,1,UPGRADE,2026-06-10 23:03:57.954939
LEISURE,PAIR,LAST_MINUTE,WEBSITE,6_10,YES,UNDER_100,TOO_EXPENSIVE,BETTER,5,5,PLANNED,NOT_SURE,LOWEST_PRICE,DEPENDS,BUSINESS,14,22,1,67.2,CMN-CAI,15,14F,65,1,LOUNGE,2026-06-14 17:54:57.954939
BUSINESS,ALONE,FEW_WEEKS,MOBILE_APP,3_5,YES,100_200,FAIR,BETTER,2,2,BOOKED,1_3_MONTHS,LOYALTY,NO,ECONOMY,6,16,11,67.6,CMN-LOS,43,14E,88,1,UPGRADE,2026-04-17 00:24:57.954939
BUSINESS,GROUP,LAST_MINUTE,AIRPORT_COUNTER,6_10,NO,100_200,GREAT_DEAL,WORSE,2,2,PLANNED,3_6_MONTHS,LOWEST_PRICE,NO,BUSINESS,1,28,5,80.4,CMN-LHR,3,10J,60,0,LOUNGE,2026-03-08 04:47:57.954939
FAMILY,PAIR,MONTHS_AHEAD,AIRPORT_COUNTER,6_10,YES,UNDER_100,GREAT_DEAL,BETTER,3,4,PLANNED,3_6_MONTHS,LOYALTY,DEPENDS,BUSINESS,4,2,4,62.2,CMN-MAD,28,4H,60,1,LOUNGE,2026-02-27 22:50:57.954939
FAMILY,PAIR,LAST_MINUTE,WEBSITE,6_10,YES,UNDER_100,FAIR,BETTER,3,2,PLANNED,3_6_MONTHS,LOWEST_PRICE,NO,ECONOMY,9,15,11,91.8,CMN-LHR,34,36B,77,1,UPGRADE,2026-06-13 14:30:57.954939
LEISURE,GROUP,FEW_WEEKS,WEBSITE,6_10,NO,UNDER_100,FAIR,AS_EXPECTED,5,5,NO,3_6_MONTHS,DIRECT_FLIGHT,YES,BUSINESS,13,7,10,48.9,CMN-CAI,6,3H,21,0,LOUNGE,2026-05-11 14:51:57.955939
FAMILY,ALONE,LAST_MINUTE,MOBILE_APP,1_2,YES,UNDER_100,GREAT_DEAL,BETTER,4,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,NO,BUSINESS,5,13,2,67.0,CMN-FCO,23,22C,83,0,LOUNGE,2026-06-05 20:38:57.955939
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,4,4,PLANNED,3_6_MONTHS,BEST_SCHEDULE,NO,ECONOMY,0,12,2,76.9,CMN-DXB,28,29F,70,1,UPGRADE,2026-05-13 01:48:57.955939
BUSINESS,ALONE,FEW_WEEKS,MOBILE_APP,1_2,YES,ABOVE_400,GREAT_DEAL,AS_EXPECTED,5,4,BOOKED,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,21,2,2,60.9,CMN-FCO,8,15A,58,0,UPGRADE,2026-05-11 01:39:57.955939
FAMILY,ALONE,FEW_WEEKS,WEBSITE,3_5,NO,UNDER_100,TOO_EXPENSIVE,BETTER,5,5,PLANNED,THIS_MONTH,LOYALTY,NO,ECONOMY,3,16,3,74.0,CMN-CDG,31,27C,78,1,UPGRADE,2026-03-08 20:31:57.955939
BUSINESS,GROUP,LAST_MINUTE,WEBSITE,3_5,YES,200_400,FAIR,WORSE,3,4,NO,3_6_MONTHS,LOWEST_PRICE,YES,ECONOMY,2,2,12,85.6,CMN-FCO,29,39B,17,0,UPGRADE,2026-03-07 15:33:57.955939
FAMILY,PAIR,MONTHS_AHEAD,WEBSITE,6_10,NO,100_200,FAIR,AS_EXPECTED,5,3,BOOKED,1_3_MONTHS,LOWEST_PRICE,NO,ECONOMY,13,10,2,79.5,CMN-JFK,32,36A,80,1,UPGRADE,2026-06-12 00:35:57.955939
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,10_PLUS,NO,200_400,GREAT_DEAL,BETTER,4,3,NO,THIS_MONTH,LOYALTY,YES,ECONOMY,17,14,8,60.5,CMN-LIS,36,3C,37,1,UPGRADE,2026-04-23 20:01:57.955939
LEISURE,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,FAIR,BETTER,2,3,BOOKED,NOT_SURE,LOYALTY,NO,ECONOMY,7,27,12,66.7,CMN-CDG,21,22J,83,1,UPGRADE,2026-05-11 22:48:57.955939
LEISURE,ALONE,MONTHS_AHEAD,MOBILE_APP,1_2,NO,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,5,2,PLANNED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,17,14,1,65.4,CMN-ORY,25,22G,51,0,UPGRADE,2026-05-30 03:35:57.955939
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,100_200,FAIR,AS_EXPECTED,4,2,BOOKED,1_3_MONTHS,LOWEST_PRICE,DEPENDS,BUSINESS,6,16,12,66.5,CMN-LHR,41,40G,61,0,LOUNGE,2026-04-26 12:52:57.955939
FAMILY,ALONE,MONTHS_AHEAD,WEBSITE,1_2,NO,200_400,GREAT_DEAL,BETTER,2,2,BOOKED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,23,11,6,58.3,CMN-YUL,39,7F,64,1,UPGRADE,2026-05-19 03:22:57.955939
FAMILY,ALONE,FEW_WEEKS,WEBSITE,3_5,NO,UNDER_100,GREAT_DEAL,BETTER,5,2,BOOKED,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,19,26,6,81.5,CMN-IST,23,12D,80,1,UPGRADE,2026-03-17 14:16:57.955939
BUSINESS,PAIR,LAST_MINUTE,AGENCY,1_2,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,2,5,BOOKED,NOT_SURE,LOYALTY,NO,ECONOMY,19,5,3,46.4,CMN-MAD,27,30J,71,0,UPGRADE,2026-06-06 14:57:57.955939
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,FAIR,WORSE,4,2,NO,THIS_MONTH,BEST_SCHEDULE,DEPENDS,ECONOMY,16,2,5,73.7,CMN-JFK,1,12C,19,0,UPGRADE,2026-06-14 23:21:57.955939
BUSINESS,PAIR,MONTHS_AHEAD,WEBSITE,3_5,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,4,PLANNED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,10,13,12,83.8,CMN-FCO,45,32B,41,0,UPGRADE,2026-05-12 06:57:57.955939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,3_5,NO,100_200,GREAT_DEAL,AS_EXPECTED,4,3,BOOKED,1_3_MONTHS,LOWEST_PRICE,NO,FIRST,20,21,8,70.1,CMN-CAI,50,5E,78,0,LOUNGE,2026-03-13 10:40:57.955939
LEISURE,ALONE,MONTHS_AHEAD,WEBSITE,6_10,YES,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,5,5,NO,NOT_SURE,LOYALTY,YES,ECONOMY,5,22,8,80.0,CMN-DKR,5,9A,29,0,UPGRADE,2026-06-08 00:07:57.955939
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,3_5,YES,UNDER_100,GREAT_DEAL,BETTER,2,5,PLANNED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,15,21,7,56.0,CMN-AMS,9,10D,49,1,UPGRADE,2026-06-09 16:35:57.955939
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,100_200,TOO_EXPENSIVE,BETTER,4,3,PLANNED,1_3_MONTHS,LOWEST_PRICE,YES,BUSINESS,23,8,8,89.8,CMN-AMS,37,35C,48,0,LOUNGE,2026-03-30 19:13:57.955939
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,3_5,NO,ABOVE_400,FAIR,BETTER,5,4,BOOKED,1_3_MONTHS,DIRECT_FLIGHT,DEPENDS,ECONOMY,18,3,6,93.4,CMN-TUN,9,3B,80,0,UPGRADE,2026-03-16 05:47:57.955939
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,3_5,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,3,5,BOOKED,3_6_MONTHS,LOYALTY,NO,BUSINESS,7,26,4,71.4,CMN-JFK,44,26F,82,0,LOUNGE,2026-05-09 22:05:57.955939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,200_400,TOO_EXPENSIVE,AS_EXPECTED,4,2,BOOKED,NOT_SURE,BEST_SCHEDULE,YES,ECONOMY,13,19,3,97.4,CMN-DKR,21,25J,64,1,UPGRADE,2026-04-03 17:10:57.955939
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,1_2,NO,200_400,FAIR,AS_EXPECTED,3,4,PLANNED,3_6_MONTHS,BEST_SCHEDULE,YES,BUSINESS,18,4,5,68.6,CMN-JFK,1,12C,31,0,LOUNGE,2026-05-22 02:11:57.955939
FAMILY,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,YES,200_400,TOO_EXPENSIVE,AS_EXPECTED,5,3,PLANNED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,6,8,11,78.0,CMN-LIS,6,19H,43,0,UPGRADE,2026-06-10 10:44:57.955939
LEISURE,ALONE,MONTHS_AHEAD,WEBSITE,3_5,NO,200_400,GREAT_DEAL,WORSE,5,5,NO,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,13,21,4,81.2,CMN-TUN,28,13A,7,0,UPGRADE,2026-06-11 13:51:57.955939
FAMILY,ALONE,MONTHS_AHEAD,MOBILE_APP,1_2,NO,100_200,FAIR,BETTER,3,3,NO,1_3_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,21,19,7,46.2,CMN-TUN,11,35G,42,1,UPGRADE,2026-06-02 06:01:57.955939
BUSINESS,GROUP,FEW_WEEKS,MOBILE_APP,1_2,NO,100_200,GREAT_DEAL,WORSE,5,4,PLANNED,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,4,9,10,65.0,CMN-MAD,37,14F,50,1,UPGRADE,2026-04-06 19:00:57.955939
FAMILY,PAIR,FEW_WEEKS,WEBSITE,1_2,NO,UNDER_100,FAIR,BETTER,2,4,BOOKED,THIS_MONTH,LOWEST_PRICE,YES,ECONOMY,8,8,2,63.8,CMN-YUL,33,22B,56,1,UPGRADE,2026-04-07 20:41:57.955939
LEISURE,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,100_200,GREAT_DEAL,AS_EXPECTED,2,5,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,3,16,8,74.6,CMN-ORY,6,39A,26,1,UPGRADE,2026-04-29 20:36:57.955939
FAMILY,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,UNDER_100,FAIR,BETTER,5,5,NO,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,18,16,7,68.7,CMN-TUN,13,13C,25,1,UPGRADE,2026-05-18 18:04:57.955939
FAMILY,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,200_400,FAIR,AS_EXPECTED,3,4,BOOKED,1_3_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,18,25,9,53.8,CMN-LHR,25,26C,65,1,UPGRADE,2026-03-04 19:07:57.955939
LEISURE,ALONE,MONTHS_AHEAD,WEBSITE,6_10,NO,ABOVE_400,FAIR,AS_EXPECTED,3,2,NO,1_3_MONTHS,LOWEST_PRICE,YES,ECONOMY,16,11,4,53.5,CMN-ABJ,12,31G,19,0,UPGRADE,2026-05-27 08:13:57.955939
BUSINESS,GROUP,MONTHS_AHEAD,WEBSITE,1_2,NO,200_400,TOO_EXPENSIVE,AS_EXPECTED,3,2,NO,NOT_SURE,BEST_SCHEDULE,NO,ECONOMY,0,18,10,94.9,CMN-LIS,47,1H,43,0,UPGRADE,2026-05-31 00:04:57.955939
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,10_PLUS,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,4,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,BUSINESS,19,2,1,68.9,CMN-MAD,10,5A,54,1,LOUNGE,2026-06-04 08:57:57.955939
LEISURE,GROUP,LAST_MINUTE,WEBSITE,3_5,NO,ABOVE_400,TOO_EXPENSIVE,BETTER,5,2,PLANNED,NOT_SURE,LOWEST_PRICE,YES,ECONOMY,22,20,7,63.9,CMN-YUL,26,30G,43,1,UPGRADE,2026-04-11 22:13:57.955939
BUSINESS,ALONE,LAST_MINUTE,WEBSITE,1_2,YES,200_400,GREAT_DEAL,WORSE,4,3,NO,NOT_SURE,LOYALTY,YES,BUSINESS,14,20,4,96.7,CMN-LHR,9,6B,5,0,LOUNGE,2026-06-27 03:22:57.955939
LEISURE,PAIR,MONTHS_AHEAD,WEBSITE,1_2,YES,ABOVE_400,FAIR,AS_EXPECTED,2,4,BOOKED,THIS_MONTH,LOWEST_PRICE,YES,ECONOMY,22,27,3,67.6,CMN-CDG,33,3C,46,1,UPGRADE,2026-04-17 23:30:57.955939
LEISURE,PAIR,FEW_WEEKS,MOBILE_APP,6_10,NO,100_200,GREAT_DEAL,BETTER,3,4,PLANNED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,18,13,8,75.8,CMN-FCO,25,16J,68,1,UPGRADE,2026-05-22 19:51:57.955939
LEISURE,ALONE,LAST_MINUTE,WEBSITE,10_PLUS,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,4,3,NO,1_3_MONTHS,LOYALTY,YES,BUSINESS,10,9,10,93.7,CMN-LOS,43,9E,23,1,LOUNGE,2026-03-17 17:51:57.955939
LEISURE,GROUP,LAST_MINUTE,WEBSITE,1_2,YES,200_400,FAIR,AS_EXPECTED,2,4,BOOKED,THIS_MONTH,LOYALTY,YES,ECONOMY,4,16,2,66.6,CMN-BRU,47,4D,54,1,UPGRADE,2026-04-06 11:37:57.956938
LEISURE,ALONE,LAST_MINUTE,WEBSITE,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,3,2,PLANNED,THIS_MONTH,LOWEST_PRICE,NO,ECONOMY,9,28,9,97.2,CMN-LHR,34,15F,60,0,UPGRADE,2026-05-24 16:49:57.956938
FAMILY,GROUP,LAST_MINUTE,MOBILE_APP,1_2,NO,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,5,5,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,17,21,1,72.6,CMN-MAD,9,9G,30,0,UPGRADE,2026-03-22 23:30:57.956938
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,6_10,NO,100_200,GREAT_DEAL,AS_EXPECTED,2,2,NO,1_3_MONTHS,BEST_SCHEDULE,YES,ECONOMY,19,14,8,95.2,CMN-ABJ,40,33E,24,0,UPGRADE,2026-06-15 23:59:57.956938
BUSINESS,PAIR,LAST_MINUTE,MOBILE_APP,3_5,NO,ABOVE_400,FAIR,AS_EXPECTED,2,2,PLANNED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,3,17,8,70.9,CMN-LIS,43,34J,53,0,UPGRADE,2026-05-04 00:26:57.956938
LEISURE,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,100_200,FAIR,AS_EXPECTED,3,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,DEPENDS,ECONOMY,22,17,1,75.8,CMN-BRU,29,26B,49,0,UPGRADE,2026-03-16 07:56:57.956938
LEISURE,GROUP,MONTHS_AHEAD,MOBILE_APP,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,3,4,PLANNED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,19,16,8,70.1,CMN-DKR,21,39H,39,0,UPGRADE,2026-03-04 00:01:57.956938
LEISURE,ALONE,FEW_WEEKS,WEBSITE,1_2,NO,200_400,GREAT_DEAL,AS_EXPECTED,5,4,PLANNED,1_3_MONTHS,LOWEST_PRICE,NO,ECONOMY,4,19,6,91.8,CMN-JFK,6,35J,61,1,UPGRADE,2026-04-07 15:08:57.956938
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,3_5,NO,UNDER_100,FAIR,BETTER,4,3,PLANNED,NOT_SURE,DIRECT_FLIGHT,YES,BUSINESS,14,2,11,57.6,CMN-CDG,50,10D,52,0,LOUNGE,2026-05-15 21:24:57.956938
LEISURE,PAIR,MONTHS_AHEAD,WEBSITE,1_2,NO,UNDER_100,FAIR,AS_EXPECTED,4,3,NO,1_3_MONTHS,BEST_SCHEDULE,NO,ECONOMY,13,20,4,89.3,CMN-CAI,2,25C,40,0,UPGRADE,2026-06-27 02:01:57.956938
BUSINESS,ALONE,FEW_WEEKS,MOBILE_APP,6_10,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,5,4,BOOKED,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,10,16,12,50.0,CMN-FCO,20,26F,78,0,UPGRADE,2026-05-27 17:20:57.956938
LEISURE,PAIR,LAST_MINUTE,WEBSITE,1_2,NO,100_200,GREAT_DEAL,AS_EXPECTED,4,5,PLANNED,NOT_SURE,LOYALTY,NO,BUSINESS,16,7,11,85.4,CMN-FCO,33,13E,56,0,LOUNGE,2026-03-11 11:13:57.956938
FAMILY,GROUP,MONTHS_AHEAD,AIRPORT_COUNTER,3_5,NO,ABOVE_400,GREAT_DEAL,WORSE,4,4,BOOKED,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,ECONOMY,16,16,1,94.9,CMN-IST,16,11G,58,1,UPGRADE,2026-03-13 20:53:57.956938
BUSINESS,GROUP,FEW_WEEKS,AIRPORT_COUNTER,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,4,4,NO,3_6_MONTHS,LOWEST_PRICE,DEPENDS,ECONOMY,17,9,7,70.0,CMN-CDG,4,30D,25,0,UPGRADE,2026-03-02 22:26:57.956938
LEISURE,GROUP,FEW_WEEKS,WEBSITE,10_PLUS,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,4,4,PLANNED,THIS_MONTH,BEST_SCHEDULE,DEPENDS,BUSINESS,0,3,7,52.4,CMN-CAI,23,8F,65,0,LOUNGE,2026-06-28 08:47:57.956938
BUSINESS,ALONE,MONTHS_AHEAD,WEBSITE,1_2,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,4,3,NO,NOT_SURE,LOYALTY,YES,FIRST,23,24,2,51.0,CMN-AMS,43,23A,16,0,LOUNGE,2026-03-09 13:20:57.956938
BUSINESS,PAIR,FEW_WEEKS,WEBSITE,3_5,NO,100_200,TOO_EXPENSIVE,BETTER,2,4,PLANNED,1_3_MONTHS,LOYALTY,YES,ECONOMY,10,3,5,79.1,CMN-DKR,3,39B,46,1,UPGRADE,2026-04-04 08:38:57.956938
BUSINESS,GROUP,LAST_MINUTE,MOBILE_APP,3_5,NO,ABOVE_400,GREAT_DEAL,BETTER,2,5,PLANNED,1_3_MONTHS,DIRECT_FLIGHT,YES,ECONOMY,3,27,3,90.7,CMN-DXB,31,24G,48,0,UPGRADE,2026-03-23 13:20:57.956938
BUSINESS,ALONE,LAST_MINUTE,MOBILE_APP,1_2,YES,UNDER_100,FAIR,AS_EXPECTED,5,5,BOOKED,THIS_MONTH,DIRECT_FLIGHT,DEPENDS,BUSINESS,2,20,7,58.0,CMN-AMS,40,39F,67,1,LOUNGE,2026-06-21 08:25:57.956938
LEISURE,GROUP,MONTHS_AHEAD,AGENCY,3_5,NO,100_200,TOO_EXPENSIVE,AS_EXPECTED,5,5,BOOKED,THIS_MONTH,BEST_SCHEDULE,NO,ECONOMY,6,9,4,89.7,CMN-TUN,36,34A,78,1,UPGRADE,2026-05-15 15:56:57.956938
LEISURE,ALONE,LAST_MINUTE,WEBSITE,6_10,NO,200_400,GREAT_DEAL,AS_EXPECTED,3,3,BOOKED,3_6_MONTHS,BEST_SCHEDULE,DEPENDS,ECONOMY,11,15,7,70.2,CMN-MAD,8,22E,65,0,UPGRADE,2026-06-04 16:07:57.956938
LEISURE,GROUP,FEW_WEEKS,WEBSITE,6_10,NO,UNDER_100,TOO_EXPENSIVE,AS_EXPECTED,3,5,PLANNED,THIS_MONTH,LOYALTY,YES,ECONOMY,4,22,10,51.2,CMN-ABJ,39,9G,41,0,UPGRADE,2026-05-16 16:50:57.956938
BUSINESS,ALONE,MONTHS_AHEAD,WEBSITE,3_5,NO,UNDER_100,FAIR,AS_EXPECTED,5,3,NO,1_3_MONTHS,BEST_SCHEDULE,YES,BUSINESS,17,8,7,75.6,CMN-MAD,21,29D,18,0,LOUNGE,2026-03-22 18:06:57.956938
LEISURE,GROUP,FEW_WEEKS,MOBILE_APP,3_5,YES,UNDER_100,FAIR,BETTER,4,4,PLANNED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,20,13,12,88.6,CMN-AMS,36,32J,45,0,UPGRADE,2026-03-07 11:45:57.956938
BUSINESS,PAIR,LAST_MINUTE,WEBSITE,1_2,NO,ABOVE_400,GREAT_DEAL,AS_EXPECTED,2,4,BOOKED,1_3_MONTHS,LOYALTY,DEPENDS,BUSINESS,22,15,11,63.8,CMN-MAD,35,10D,64,1,LOUNGE,2026-06-19 10:43:57.956938
LEISURE,PAIR,LAST_MINUTE,WEBSITE,6_10,YES,100_200,GREAT_DEAL,AS_EXPECTED,2,4,BOOKED,THIS_MONTH,LOWEST_PRICE,YES,BUSINESS,21,18,3,64.5,CMN-AMS,12,3J,54,0,LOUNGE,2026-04-02 16:24:57.956938
LEISURE,GROUP,LAST_MINUTE,MOBILE_APP,3_5,YES,UNDER_100,GREAT_DEAL,AS_EXPECTED,2,5,NO,NOT_SURE,LOWEST_PRICE,DEPENDS,BUSINESS,16,19,12,61.5,CMN-LOS,28,31C,33,1,LOUNGE,2026-05-26 19:10:57.956938
LEISURE,PAIR,LAST_MINUTE,MOBILE_APP,3_5,YES,200_400,TOO_EXPENSIVE,BETTER,4,2,BOOKED,NOT_SURE,LOWEST_PRICE,DEPENDS,ECONOMY,2,25,2,92.6,CMN-MAD,40,17E,77,1,UPGRADE,2026-03-01 06:37:57.956938
LEISURE,GROUP,FEW_WEEKS,WEBSITE,1_2,YES,100_200,FAIR,AS_EXPECTED,3,5,PLANNED,THIS_MONTH,DIRECT_FLIGHT,NO,ECONOMY,13,8,10,64.1,CMN-BCN,9,26G,65,1,UPGRADE,2026-06-25 06:19:57.956938
BUSINESS,ALONE,LAST_MINUTE,MOBILE_APP,6_10,NO,200_400,TOO_EXPENSIVE,BETTER,3,3,PLANNED,3_6_MONTHS,DIRECT_FLIGHT,NO,ECONOMY,9,10,7,92.8,CMN-LHR,32,28D,78,0,UPGRADE,2026-06-28 08:54:57.956938
BUSINESS,PAIR,FEW_WEEKS,MOBILE_APP,3_5,YES,UNDER_100,FAIR,BETTER,3,2,PLANNED,NOT_SURE,BEST_SCHEDULE,NO,FIRST,13,9,8,46.5,CMN-FCO,25,21G,69,0,LOUNGE,2026-03-05 02:32:57.956938
BUSINESS,GROUP,MONTHS_AHEAD,MOBILE_APP,1_2,YES,100_200,FAIR,AS_EXPECTED,3,5,PLANNED,THIS_MONTH,LOYALTY,DEPENDS,BUSINESS,5,24,3,87.1,CMN-BCN,43,11H,45,0,LOUNGE,2026-05-10 07:46:57.956938
BUSINESS,ALONE,FEW_WEEKS,WEBSITE,6_10,NO,UNDER_100,GREAT_DEAL,AS_EXPECTED,3,3,BOOKED,THIS_MONTH,BEST_SCHEDULE,YES,ECONOMY,17,4,8,82.6,CMN-YUL,42,4H,57,0,UPGRADE,2026-03-19 01:15:57.956938
